// Unused singles
CS (96, 1128) (300, 0) - 1 5 24 4 18 4 24 4 18 4 24 4 16 2 6 2 16 4 26 5 1 34 1 5 26 4 16 2 6 2 16 4 24 4 18 4 24 4 18 4 24 5 1 31 4 10 2 14 4 26 4 16 4 26 4 16 4 26 5 1 33 6 31 1 5 24 4 18 4 24 4 18 4 24 5 1 31 6 33 1 5 26 4 16 4 26 4 16 4 26 4 14 2 10 4 31
CS (112, 1388) (308, 0) - 1 5 20 4 24 4 16 2 6 2 16 4 25 1 6 1 31 6 32 6 31 1 5 24 4 18 4 24 5 1 31 6 32 6 31 1 6 1 25 4 16 2 6 2 16 4 24 4 20 5 1 29 6 33 1 5 24 4 20 4 20 4 24 5 1 33 6 28 4 16 4 24 4 20 4 20 4 22 4 20 4 22 4 20 4 22 4 20 4 20 4 24 4 16 4 28 6 33 1 5 24 4 20 4 20 4 24 5 1 33 6 29
CS (138, 1292) (310, 0) - 1 5 26 4 16 2 6 2 16 4 24 4 18 2 4 2 16 2 6 2 14 2 6 2 16 2 4 2 18 4 24 4 18 4 22 4 22 4 18 4 24 4 18 2 4 2 16 2 6 2 14 2 6 2 16 2 4 2 18 4 24 4 16 2 6 2 16 4 26 5 1 35 6 26 4 16 2 6 2 16 4 24 4 18 2 4 2 16 2 6 2 14 2 6 2 16 4 26 4 16 4 26 5 1 34 1 5 26 4 16 4 26 4 16 2 6 2 14 2 6 2 16 2 4 2 18 4 24 4 16 2 6 2 16 4 26 6 35
CS (100, 964) (316, 0) - 1 5 20 4 22 4 18 2 4 2 16 4 26 6 34 6 26 4 16 2 4 2 18 4 22 4 20 5 1 27 4 14 2 8 2 12 2 8 2 12 2 10 2 8 2 14 2 6 2 16 4 24 4 16 4 26 5 1 33 6 28 4 12 2 10 2 12 4 28 6 33 1 5 26 4 16 4 24 4 16 2 6 2 14 2 8 2 10 2 12 2 8 2 12 2 8 2 14 4 27
CS (100, 1172) (316, 0) - 1 5 20 2 2 2 20 4 18 2 4 2 18 4 20 4 24 5 1 33 6 28 6 33 1 5 25 1 6 1 31 6 30 6 31 1 5 24 5 1 31 6 30 6 31 1 6 1 25 5 1 33 6 28 6 33 1 5 24 4 20 4 18 2 4 2 18 4 20 2 2 2 20 5 1 29 6 32 6 28 4 14 2 6 2 16 4 24 4 16 2 6 2 14 4 28 6 32 6 29
CS (96, 1092) (319, 0) - 1 5 24 4 18 2 2 2 22 4 18 4 24 4 18 4 24 4 18 4 24 4 18 4 22 2 2 2 18 4 24 5 1 33 6 28 4 14 2 8 2 12 2 10 2 12 4 28 4 14 4 28 4 14 4 28 5 1 35 6 28 4 14 4 28 4 14 4 28 6 35 1 5 28 4 14 4 28 4 14 4 28 4 12 2 10 2 12 2 8 2 14 4 28 6 33
CS (128, 1796) (322, 0) - 1 5 24 5 1 31 6 30 6 32 6 28 4 14 4 28 6 32 6 30 6 30 4 12 2 8 2 14 4 26 5 1 33 6 28 6 34 6 26 4 16 4 26 6 34 6 28 6 33 1 5 26 5 1 33 6 28 5 1 34 1 5 26 4 14 2 8 2 14 4 26 5 1 34 1 5 28 6 33 1 5 26 5 1 33 6 28 6 34 6 26 4 16 4 26 6 34 6 28 6 33 1 5 26 4 14 2 8 2 12 4 30 6 30 6 32 6 28 4 14 4 28 6 32 6 30 6 31
CS (128, 1540) (324, 0) - 1 5 22 4 20 4 22 4 22 5 1 30 1 5 22 4 22 4 18 2 6 2 14 4 28 6 34 6 29 1 6 1 27 6 35 1 5 28 4 14 4 28 4 14 2 6 2 18 4 22 4 20 4 22 4 20 4 22 4 20 4 22 4 20 4 22 4 20 4 22 4 20 4 22 4 18 2 6 2 14 4 28 4 14 4 28 5 1 35 6 27 1 6 1 29 6 34 6 28 4 14 2 6 2 18 4 22 4 22 5 1 30 1 5 22 4 22 4 20 4 22 5 1 29 6 34 6 29
CS (126, 1452) (332, 0) - 1 5 22 4 20 4 20 4 20 4 22 4 20 4 18 2 4 2 18 4 20 4 22 4 20 4 20 4 20 4 22 5 1 29 4 12 4 30 6 30 6 32 6 28 4 14 4 26 4 16 4 24 4 16 2 4 2 18 4 24 5 1 33 6 26 4 16 2 4 2 18 4 22 4 18 2 2 2 20 4 20 2 2 2 18 4 22 4 18 2 4 2 16 4 26 6 33 1 5 24 4 18 2 4 2 16 4 24 4 16 4 26 4 14 4 28 6 32 6 30 6 30 4 12 4 29
CS (108, 1332) (344, 0) - 1 5 22 4 20 4 22 4 20 4 22 4 20 4 20 4 24 4 16 2 6 2 16 4 24 4 20 4 20 4 22 4 20 4 22 4 20 4 22 5 1 29 4 14 4 28 6 34 6 28 4 14 2 8 2 14 4 26 4 16 4 26 4 16 4 26 5 1 33 6 30 4 12 4 30 4 12 4 30 6 33 1 5 26 4 16 4 26 4 16 4 26 4 14 2 8 2 14 4 28 6 34 6 28 4 14 4 29
CS (124, 1472) (350, 0) - 1 5 22 4 20 4 22 4 20 4 22 4 20 4 22 4 20 4 22 4 20 4 22 4 20 4 22 5 1 29 6 33 1 5 25 1 6 1 31 6 32 6 31 1 5 24 4 18 2 4 2 18 4 22 4 20 4 24 5 1 32 1 5 25 1 6 1 31 6 31 1 6 1 25 5 1 32 1 5 25 1 6 1 31 6 31 1 6 1 25 5 1 32 1 5 24 4 20 4 22 4 18 2 4 2 18 4 24 5 1 31 6 32 6 31 1 6 1 25 5 1 33 6 29
OSO (41, 499) (352, 0) - 1 5 22 4 18 4 18 4 20 4 18 4 20 4 16 4 24 6 31 1 5 24 6 31 1 6 1 23 5 1 31 6 26 6 29 1 6 1 25 6 31
